"","V1","V2","V3"
"1498",34,1,1
"1499",8,1,2
"1500",1,1,1
"1501",10,1,1
"1502",8,1,1
"1503",44,2,1
"1504",1,1,1
"1505",3,1,1
"1506",25,2,1
"1507",3,1,2
"1508",1,1,1
"1509",22,1,1
"1510",11,1,1
"1511",9,1,1
"1512",3,1,1
"1513",11,1,1
"1514",6,1,1
"1515",8,2,1
"1516",2,1,1
"1517",4,1,4
"1518",1,1,2
"1519",6,1,1
"1520",54,1,1
"1521",17,1,1
"1522",7,1,1
"1523",31,3,1
"1524",33,1,2
"1525",106,1,1
"1526",3,1,2
"1527",8,4,2
"1528",1,1,2
"1529",3,1,1
"1530",3,1,1
"1531",1,4,1
"1532",2,1,1
"1533",3,1,1
"1534",21,1,1
"1535",12,1,1
"1536",5,1,1
"1537",32,1,1
"1538",3,1,1
"1539",5,3,1
"1540",22,1,1
"1541",12,4,1
"1542",2,1,1
"1543",6,1,1
"1544",1,1,1
"1545",17,1,2
"1546",6,1,1
"1547",4,1,1
"1548",17,1,1
"1549",16,1,1
"1550",4,1,2
"1551",5,1,1
"1552",9,1,1
"1553",4,1,1
"1554",2,1,3
"1555",34,1,1
"1556",13,1,2
"1557",1,1,1
"1558",5,2,1
"1559",7,1,1
"1560",3,1,1
"1561",1,1,1
"1562",6,1,1
"1563",37,1,1
"1564",9,1,1
"1565",2,1,1
"1566",1,1,1
"1567",4,1,1
"1568",36,1,1
"1569",3,1,4
"1570",10,1,2
"1571",32,1,1
"1572",11,1,1
"1573",11,1,4
"1574",1,2,1
"1575",3,1,2
"1576",2,1,1
"1577",2,1,1
"1578",27,1,1
"1579",4,1,1
"1580",2,1,1
"1581",50,3,1
"1582",1,6,2
"1583",14,1,1
"1584",2,1,1
"1585",41,1,2
"1586",47,1,1
"1587",2,1,1
"1588",11,1,1
"1589",16,1,1
"1590",3,1,1
"1591",32,1,3
"1592",8,2,2
"1593",6,1,2
"1594",12,1,3
"1595",9,3,1
"1596",2,1,2
"1597",27,1,1
"1598",8,1,1
"1599",7,1,1
"1600",1,2,1
"1601",11,1,1
"1602",13,1,1
"1603",16,1,2
"1604",21,1,1
"1605",27,3,1
"1606",1,1,4
"1607",4,2,1
"1608",8,1,2
"1609",6,1,1
"1610",1,1,2
"1611",7,1,1
"1612",1,1,1
"1613",10,2,3
"1614",17,1,1
"1615",1,2,2
"1616",6,1,1
"1617",2,1,3
"1618",9,1,1
"1619",1,1,1
"1620",2,1,1
"1621",4,1,3
"1622",22,1,1
"1623",6,1,1
"1624",45,1,7
"1625",46,1,1
"1626",10,1,2
"1627",1,1,1
"1628",25,1,1
"1629",35,1,2
"1630",28,1,1
"1631",7,1,1
"1632",22,1,1
"1633",20,1,1
"1634",9,1,1
"1635",12,1,1
"1636",1,1,1
"1637",28,1,1
"1638",3,1,1
"1639",17,2,3
"1640",11,1,1
"1641",13,1,3
"1642",47,1,1
"1643",1,1,1
"1644",31,1,1
"1645",13,2,1
"1646",3,1,2
"1647",21,1,1
"1648",7,1,1
"1649",11,1,1
"1650",3,1,1
"1651",8,2,1
"1652",3,1,2
"1653",10,1,1
"1654",35,1,1
"1655",1,1,2
"1656",8,1,1
"1657",5,1,3
"1658",8,1,2
"1659",20,1,1
"1660",4,1,1
"1661",4,1,4
"1662",19,1,1
"1663",2,1,1
"1664",3,1,3
"1665",13,1,2
"1666",2,1,1
"1667",21,1,1
"1668",1,1,1
"1669",4,1,3
"1670",33,1,1
"1671",3,1,1
"1672",29,1,1
"1673",15,1,1
"1674",15,1,1
"1675",2,2,1
"1676",28,1,1
"1677",18,1,1
"1678",3,1,3
"1679",5,1,1
"1680",21,1,1
"1681",39,1,1
"1682",1,1,1
"1683",4,1,1
"1684",2,2,2
"1685",8,1,2
"1686",2,2,1
"1687",1,1,1
"1688",6,1,1
"1689",2,1,1
"1690",30,1,1
"1691",6,1,1
"1692",30,1,1
"1693",3,1,2
"1694",24,1,1
"1695",11,1,1
"1696",10,1,1
"1697",80,1,1
"1698",9,1,1
"1699",2,1,1
"1700",3,1,1
"1701",3,1,1
"1702",10,1,2
"1703",46,1,1
"1704",7,1,1
"1705",3,4,1
"1706",35,2,1
"1707",8,1,1
"1708",2,1,1
"1709",33,1,1
"1710",10,1,1
"1711",5,1,1
"1712",41,1,1
"1713",17,1,2
"1714",6,2,1
"1715",33,1,2
"1716",1,1,1
"1717",3,2,2
"1718",1,4,1
"1719",46,1,2
"1720",24,1,1
"1721",1,1,1
"1722",11,1,1
"1723",2,4,1
"1724",46,1,2
"1725",1,1,6
"1726",5,1,1
"1727",7,3,1
"1728",45,1,2
"1729",31,1,2
"1730",6,1,1
"1731",2,1,1
"1732",11,1,1
"1733",7,2,1
"1734",29,1,1
"1735",10,1,1
"1736",53,1,1
"1737",2,1,1
"1738",2,1,1
"1739",12,1,1
"1740",1,1,3
"1741",19,1,1
"1742",4,2,1
"1743",15,1,1
"1744",1,1,1
"1745",23,1,1
"1746",1,1,2
"1747",10,6,1
"1748",19,1,1
"1749",25,1,1
"1750",1,1,1
"1751",5,1,2
"1752",1,1,1
"1753",2,1,1
"1754",1,1,1
"1755",14,1,1
"1756",1,1,2
"1757",3,1,1
"1758",1,1,1
"1759",9,1,1
"1760",9,1,1
"1761",1,1,1
"1762",5,2,4
"1763",46,1,1
"1764",24,1,1
"1765",1,1,2
"1766",1,1,1
"1767",54,1,1
"1768",26,1,1
"1769",5,1,1
"1770",28,2,1
"1771",46,1,1
"1772",1,1,1
"1773",3,1,1
"1774",27,1,1
"1775",12,1,1
"1776",10,4,4
"1777",11,1,1
"1778",52,2,1
"1779",24,1,1
"1780",21,1,1
"1781",3,1,1
"1782",3,1,1
"1783",1,1,3
"1784",6,1,2
"1785",1,1,1
"1786",4,1,1
"1787",5,2,1
"1788",1,1,1
"1789",59,1,1
"1790",1,1,2
"1791",9,1,1
"1792",6,1,1
"1793",17,2,2
"1794",26,1,1
"1795",13,1,1
"1796",3,1,1
"1797",1,1,4
"1798",49,1,1
"1799",4,2,1
"1800",16,1,7
"1801",13,1,2
"1802",1,1,1
"1803",2,1,1
"1804",8,2,1
"1805",4,1,1
"1806",34,1,2
"1807",29,1,1
"1808",7,1,1
"1809",1,1,1
"1810",34,1,1
"1811",2,1,2
"1812",3,1,5
"1813",7,1,1
"1814",10,1,1
"1815",4,3,2
"1816",17,1,1
"1817",6,1,1
"1818",42,1,1
"1819",1,1,1
"1820",10,1,1
"1821",5,2,1
"1822",1,1,1
"1823",1,1,1
"1824",14,4,1
"1825",24,1,0
"1826",18,1,1
"1827",1,1,1
"1828",8,1,1
"1829",41,1,2
"1830",3,1,1
"1831",5,1,1
"1832",27,1,1
"1833",11,2,1
"1834",9,1,1
"1835",2,1,6
"1836",3,1,1
"1837",1,1,1
"1838",2,1,2
"1839",1,1,1
"1840",4,1,1
"1841",1,1,2
"1842",25,3,1
"1843",4,1,1
"1844",1,1,2
"1845",1,1,1
"1846",7,10,1
"1847",4,4,1
"1848",5,1,1
"1849",1,2,1
"1850",37,1,5
"1851",1,1,1
"1852",2,2,4
"1853",20,1,1
"1854",20,1,2
"1855",6,7,1
"1856",72,2,1
"1857",2,1,3
"1858",1,1,1
"1859",3,1,1
"1860",38,1,1
"1861",1,4,1
"1862",2,1,1
"1863",1,1,1
"1864",4,5,1
"1865",24,1,2
"1866",53,1,1
"1867",7,1,1
"1868",11,1,1
"1869",11,2,1
"1870",5,1,1
"1871",1,1,1
"1872",1,2,1
"1873",1,1,1
"1874",1,1,1
"1875",4,1,1
"1876",1,1,1
"1877",14,1,1
"1878",29,1,3
"1879",8,1,1
"1880",5,1,1
"1881",62,1,3
"1882",1,2,2
"1883",22,1,1
"1884",2,1,3
"1885",3,1,1
"1886",3,1,1
"1887",3,1,1
"1888",2,1,2
"1889",1,1,1
"1890",6,1,1
"1891",8,2,2
"1892",1,1,1
"1893",11,1,1
"1894",26,1,1
"1895",5,1,1
"1896",15,1,1
"1897",5,1,1
"1898",46,1,1
"1899",2,1,2
"1900",16,1,1
"1901",1,1,1
"1902",4,1,1
"1903",26,1,1
"1904",14,1,1
"1905",11,1,1
"1906",24,1,2
"1907",13,1,1
"1908",1,1,1
"1909",19,2,1
"1910",1,1,1
"1911",38,1,1
"1912",5,1,1
"1913",1,1,3
"1914",6,1,1
"1915",1,1,0
"1916",4,6,1
"1917",17,1,1
"1918",3,1,1
"1919",9,1,1
"1920",1,1,1
"1921",45,1,1
"1922",35,1,3
"1923",1,1,1
"1924",13,1,3
"1925",13,1,1
"1926",47,1,2
"1927",1,1,3
"1928",1,1,1
"1929",10,1,2
"1930",5,1,3
"1931",4,1,1
"1932",2,1,1
"1933",5,1,1
"1934",21,1,1
"1935",1,2,1
"1936",32,1,1
"1937",1,1,0
"1938",19,1,3
"1939",13,2,2
"1940",11,1,1
"1941",18,1,1
"1942",1,1,7
"1943",3,2,2
"1944",12,1,1
"1945",13,1,1
"1946",3,1,1
"1947",2,1,1
"1948",37,1,2
"1949",3,1,1
"1950",5,1,1
"1951",4,1,1
"1952",38,1,1
"1953",24,1,5
"1954",7,1,2
"1955",60,1,1
"1956",9,1,1
"1957",15,4,1
"1958",1,2,2
"1959",14,1,1
"1960",5,1,1
"1961",4,1,1
"1962",14,1,2
"1963",12,1,2
"1964",2,1,1
"1965",18,2,1
"1966",18,1,2
"1967",1,1,2
"1968",1,1,1
"1969",35,1,2
"1970",3,1,2
"1971",33,1,2
"1972",3,1,1
"1973",14,1,1
"1974",23,1,1
"1975",3,1,1
"1976",2,1,1
"1977",3,1,1
"1978",2,1,1
"1979",1,1,1
"1980",7,1,1
"1981",1,1,1
"1982",1,1,1
"1983",17,1,1
"1984",7,2,1
"1985",5,1,1
"1986",20,1,2
"1987",4,1,1
"1988",9,1,1
"1989",1,1,1
"1990",6,1,1
"1991",4,1,2
"1992",34,1,2
"1993",12,1,1
"1994",7,2,1
"1995",1,1,1
"1996",1,1,1
"1997",2,1,2
"1998",4,1,1
"1999",23,1,1
"2000",3,1,1
"2001",10,1,1
"2002",22,2,3
"2003",1,1,5
"2004",18,1,1
"2005",1,1,1
"2006",2,1,1
"2007",3,1,1
"2008",9,1,1
"2009",2,1,2
"2010",1,1,2
"2011",17,1,1
"2012",16,1,1
"2013",1,1,1
"2014",19,1,2
"2015",17,1,1
"2016",4,1,1
"2017",1,1,1
"2018",1,1,1
"2019",16,2,1
"2020",3,1,1
"2021",1,1,1
"2022",6,1,1
"2023",15,1,1
"2024",21,1,1
"2025",1,1,1
"2026",1,1,1
"2027",7,1,1
"2028",1,1,1
"2029",4,1,2
"2030",6,1,1
"2031",18,1,2
"2032",14,1,1
"2033",3,1,1
"2034",27,1,2
"2035",25,1,2
"2036",6,1,2
"2037",34,1,1
"2038",6,1,1
"2039",16,1,1
"2040",43,1,1
"2041",18,1,3
"2042",1,1,1
"2043",9,1,1
"2044",10,1,1
"2045",40,1,1
"2046",2,1,1
"2047",10,1,2
"2048",1,1,2
"2049",7,8,1
"2050",2,1,1
"2051",35,1,2
"2052",52,1,1
"2053",11,4,1
"2054",38,1,1
"2055",3,1,2
"2056",10,1,1
"2057",10,1,1
"2058",3,2,1
"2059",47,1,1
"2060",5,1,2
"2061",9,3,2
"2062",2,1,2
"2063",3,1,2
"2064",46,1,2
"2065",2,1,4
"2066",2,1,1
"2067",11,1,1
"2068",1,1,3
"2069",16,1,1
"2070",19,1,1
"2071",1,1,1
"2072",6,1,1
"2073",4,1,1
"2074",65,1,1
"2075",42,1,1
"2076",3,1,1
"2077",62,1,0
"2078",8,1,2
"2079",2,1,1
"2080",18,1,1
"2081",5,1,1
"2082",3,1,1
"2083",39,1,1
"2084",31,1,2
"2085",2,1,1
"2086",1,1,1
"2087",19,1,1
"2088",2,2,1
"2089",18,1,1
"2090",1,1,1
"2091",1,1,1
"2092",1,1,1
"2093",6,1,1
"2094",5,1,1
"2095",5,1,1
"2096",44,1,2
"2097",2,1,1
"2098",33,1,1
"2099",21,1,1
"2100",7,1,1
"2101",22,2,1
"2102",6,1,1
"2103",17,1,1
"2104",2,1,3
"2105",10,1,1
"2106",10,2,1
"2107",2,1,1
"2108",1,2,1
"2109",29,1,1
"2110",3,3,2
"2111",37,1,2
"2112",14,1,1
"2113",1,1,1
"2114",39,1,1
"2115",28,1,2
"2116",11,1,1
"2117",1,1,2
"2118",12,1,1
"2119",7,1,1
"2120",32,1,1
"2121",14,1,2
"2122",27,1,2
"2123",5,1,1
"2124",1,2,2
"2125",10,1,1
"2126",3,5,1
"2127",7,1,1
"2128",16,1,1
"2129",3,1,1
"2130",8,1,2
"2131",6,1,2
"2132",1,2,2
"2133",12,1,1
"2134",6,2,1
"2135",10,1,1
"2136",6,1,1
"2137",4,1,1
"2138",9,1,1
"2139",10,1,1
"2140",37,2,2
"2141",2,1,1
"2142",1,1,1
"2143",1,2,2
"2144",5,1,2
"2145",6,1,2
"2146",27,1,3
"2147",2,1,2
"2148",24,1,2
"2149",9,1,3
"2150",6,1,1
"2151",37,1,1
"2152",1,1,1
"2153",1,1,1
"2154",32,1,1
"2155",40,1,1
"2156",2,1,1
"2157",19,1,1
"2158",1,1,1
"2159",10,1,1
"2160",9,1,1
"2161",1,1,1
"2162",8,1,1
"2163",4,1,1
"2164",9,1,5
"2165",1,1,1
"2166",11,1,1
"2167",13,1,1
"2168",9,1,2
"2169",12,1,2
"2170",5,1,1
"2171",1,1,1
"2172",1,1,1
"2173",5,1,1
"2174",15,1,1
"2175",2,1,1
"2176",5,1,1
"2177",26,1,1
"2178",47,1,1
"2179",5,1,1
"2180",33,1,4
"2181",12,1,1
"2182",22,1,1
"2183",4,1,1
"2184",4,1,1
"2185",19,1,2
"2186",3,1,1
"2187",1,1,1
"2188",22,1,0
"2189",2,1,6
"2190",6,1,1
"2191",20,1,1
"2192",2,1,5
"2193",46,1,1
"2194",1,1,7
"2195",12,1,1
"2196",21,1,3
"2197",3,1,1
"2198",23,11,1
"2199",19,1,1
"2200",1,1,1
"2201",15,5,1
"2202",13,1,1
"2203",47,1,1
"2204",2,1,1
"2205",55,1,1
"2206",1,1,1
"2207",21,1,1
"2208",29,1,1
"2209",12,1,1
"2210",87,1,1
"2211",3,1,1
"2212",9,2,1
"2213",9,1,1
"2214",16,1,1
"2215",13,1,1
"2216",7,1,1
"2217",14,1,1
"2218",2,1,1
"2219",39,1,1
"2220",3,1,1
"2221",24,1,1
"2222",25,1,1
"2223",4,1,1
"2224",15,1,2
"2225",4,1,1
"2226",28,1,1
"2227",8,1,1
"2228",2,1,1
"2229",1,1,1
"2230",3,6,1
"2231",14,1,2
"2232",32,1,1
"2233",2,2,1
"2234",3,1,2
"2235",2,1,3
"2236",4,1,1
"2237",22,1,3
"2238",8,1,1
"2239",6,1,1
"2240",21,1,1
"2241",27,1,2
"2242",4,1,3
"2243",18,1,1
"2244",2,1,1
"2245",1,1,2
"2246",1,1,2
"2247",2,2,1
"2248",11,1,2
"2249",6,1,1
"2250",3,1,1
"2251",6,1,3
"2252",14,1,2
"2253",1,1,1
"2254",12,1,1
"2255",23,2,1
"2256",12,1,1
"2257",8,1,1
"2258",1,1,6
"2259",1,1,1
"2260",3,1,1
"2261",4,1,2
"2262",1,1,4
"2263",1,1,5
"2264",53,1,6
"2265",2,1,1
"2266",1,1,1
"2267",3,1,1
"2268",3,1,1
"2269",2,1,1
"2270",25,1,1
"2271",4,1,2
"2272",4,1,2
"2273",27,1,2
"2274",1,1,5
"2275",1,1,1
"2276",21,1,1
"2277",2,1,1
"2278",6,1,2
"2279",13,1,1
"2280",48,1,1
"2281",1,1,1
"2282",9,2,1
"2283",2,1,1
"2284",1,2,1
"2285",3,1,2
"2286",4,1,2
"2287",12,1,1
"2288",3,1,1
"2289",5,3,1
"2290",7,1,1
"2291",3,1,1
"2292",52,3,1
"2293",50,1,1
"2294",1,1,1
"2295",32,1,1
"2296",3,3,1
"2297",1,1,1
"2298",58,1,1
"2299",2,1,1
"2300",3,1,3
"2301",5,1,1
"2302",28,1,1
"2303",14,1,2
"2304",10,1,1
"2305",7,1,2
"2306",9,1,1
"2307",23,1,1
"2308",2,1,1
"2309",76,1,1
"2310",1,1,1
"2311",11,1,1
"2312",1,1,1
"2313",3,1,1
"2314",11,1,1
"2315",12,1,2
"2316",19,1,2
"2317",4,1,2
"2318",8,2,1
"2319",2,1,1
"2320",1,1,2
"2321",38,1,1
"2322",55,1,1
"2323",31,1,1
"2324",16,1,1
"2325",22,1,5
"2326",2,1,1
"2327",3,1,2
"2328",27,1,4
"2329",9,1,2
"2330",3,1,1
"2331",4,1,1
"2332",2,1,3
"2333",1,1,2
"2334",2,1,1
"2335",1,2,1
"2336",37,1,2
"2337",1,1,1
"2338",2,1,1
"2339",6,1,1
"2340",1,1,1
"2341",6,1,3
"2342",2,1,1
"2343",6,1,1
"2344",34,1,3
"2345",8,1,3
"2346",1,1,1
"2347",1,1,1
"2348",4,1,1
"2349",9,1,1
"2350",3,1,1
"2351",13,1,1
"2352",4,1,2
"2353",48,1,1
"2354",27,1,1
"2355",1,1,3
"2356",9,1,1
"2357",13,3,1
"2358",10,1,5
"2359",2,1,1
"2360",42,1,4
"2361",2,1,1
"2362",1,1,2
"2363",29,1,1
"2364",27,1,1
"2365",2,1,1
"2366",1,1,1
"2367",7,1,1
"2368",10,1,1
"2369",8,1,3
"2370",1,1,1
"2371",1,1,1
"2372",1,1,1
"2373",40,1,3
"2374",1,1,1
"2375",10,1,2
"2376",1,1,1
"2377",21,1,2
"2378",37,1,1
"2379",3,1,1
"2380",7,1,1
"2381",3,1,1
"2382",13,1,1
"2383",20,1,2
"2384",1,1,1
"2385",1,1,1
"2386",2,1,1
"2387",4,1,1
"2388",6,1,1
"2389",42,1,1
"2390",36,1,1
"2391",3,2,2
"2392",13,1,1
"2393",1,1,2
"2394",8,1,1
"2395",4,2,3
"2396",1,1,1
"2397",13,1,1
"2398",1,2,1
"2399",5,1,1
"2400",11,1,1
"2401",30,1,1
"2402",8,4,1
"2403",10,1,2
"2404",13,1,1
"2405",26,1,1
"2406",4,1,2
"2407",2,1,1
"2408",9,1,1
"2409",28,1,2
"2410",1,1,1
"2411",6,1,1
"2412",33,1,1
"2413",3,2,1
"2414",8,2,1
"2415",6,1,1
"2416",4,1,1
"2417",12,1,1
"2418",7,1,1
"2419",4,1,1
"2420",2,1,1
"2421",5,1,3
"2422",1,1,1
"2423",21,1,1
"2424",3,1,1
"2425",5,10,1
"2426",1,1,1
"2427",8,1,2
"2428",7,1,1
"2429",7,1,2
"2430",2,1,2
"2431",1,1,1
"2432",20,1,1
"2433",3,1,2
"2434",28,1,1
"2435",3,2,1
"2436",2,3,2
"2437",15,1,1
"2438",10,1,1
"2439",8,1,1
"2440",8,5,1
"2441",3,1,1
"2442",6,1,1
"2443",1,1,1
"2444",10,1,1
"2445",1,1,1
"2446",24,1,1
"2447",3,1,0
"2448",6,1,2
"2449",3,1,1
"2450",20,7,1
"2451",1,1,1
"2452",66,1,2
"2453",1,1,1
"2454",4,1,1
"2455",1,1,5
"2456",113,1,2
"2457",18,1,1
"2458",2,1,1
"2459",8,1,2
"2460",1,2,1
"2461",7,1,2
"2462",8,1,1
"2463",14,1,1
"2464",19,1,3
"2465",1,1,1
"2466",4,1,1
"2467",8,1,1
"2468",6,1,1
"2469",4,1,1
"2470",3,1,3
"2471",19,1,2
"2472",24,1,1
"2473",9,3,1
"2474",17,1,1
"2475",9,1,1
"2476",1,1,1
"2477",67,1,1
"2478",1,1,3
"2479",2,1,2
"2480",8,1,2
"2481",1,1,2
"2482",13,1,1
"2483",22,1,1
"2484",1,1,1
"2485",8,1,1
"2486",6,1,1
"2487",4,1,1
"2488",2,1,1
"2489",4,1,2
"2490",16,1,1
"2491",37,1,2
"2492",4,1,1
"2493",3,1,1
"2494",11,1,1
"2495",17,1,1
"2496",6,6,1
"2497",11,1,3
"2498",7,1,1
"2499",18,1,1
"2500",3,2,1
"2501",20,1,2
"2502",12,1,1
"2503",4,3,1
"2504",2,1,2
"2505",13,1,3
"2506",49,2,1
"2507",1,1,1
"2508",42,1,1
"2509",8,1,1
"2510",3,2,1
"2511",19,1,1
"2512",9,2,1
"2513",5,1,2
"2514",2,1,1
"2515",3,1,2
"2516",23,1,1
"2517",8,1,2
"2518",44,1,1
"2519",8,1,1
"2520",2,1,1
"2521",1,1,1
"2522",50,1,1
"2523",2,1,1
"2524",28,1,2
"2525",7,1,2
"2526",23,1,1
"2527",39,2,1
"2528",13,1,1
"2529",46,3,1
"2530",84,1,1
"2531",17,1,1
"2532",87,1,1
"2533",8,1,1
"2534",13,1,1
"2535",13,1,3
"2536",31,3,1
"2537",7,1,1
"2538",11,2,1
"2539",5,1,1
"2540",7,1,1
"2541",1,1,1
"2542",13,1,1
"2543",22,1,1
"2544",14,1,1
"2545",1,1,1
"2546",37,1,5
"2547",10,1,1
"2548",6,1,1
"2549",6,2,1
"2550",25,2,1
"2551",5,1,1
"2552",3,1,4
"2553",25,1,1
"2554",19,1,1
"2555",8,1,1
"2556",6,1,1
"2557",37,1,1
"2558",36,2,2
"2559",2,7,1
"2560",5,1,1
"2561",5,1,1
"2562",1,1,1
"2563",47,1,1
"2564",1,1,1
"2565",24,2,1
"2566",4,1,1
"2567",2,1,1
"2568",2,1,1
"2569",16,1,3
"2570",49,1,2
"2571",88,1,1
"2572",3,3,1
"2573",14,1,2
"2574",2,1,1
"2575",8,1,1
"2576",4,1,1
"2577",32,1,1
"2578",14,1,3
"2579",14,1,2
"2580",38,1,1
"2581",3,1,1
"2582",75,1,1
"2583",26,1,1
"2584",23,1,3
"2585",8,1,0
"2586",49,1,1
"2587",13,1,2
"2588",3,1,1
"2589",2,1,1
"2590",1,1,1
"2591",3,1,2
"2592",5,1,1
"2593",4,1,1
"2594",7,1,1
"2595",5,1,1
"2596",21,1,1
"2597",37,2,1
"2598",1,1,1
"2599",57,1,2
"2600",16,1,2
"2601",8,5,2
"2602",14,1,1
"2603",3,1,1
"2604",1,1,2
"2605",45,1,1
"2606",5,1,1
"2607",20,2,1
"2608",4,1,1
"2609",32,1,1
"2610",5,1,1
"2611",10,1,1
"2612",19,1,1
"2613",3,1,1
"2614",28,1,2
"2615",8,2,2
"2616",1,1,3
"2617",44,1,1
"2618",39,1,1
"2619",2,1,1
"2620",4,1,1
"2621",2,5,1
"2622",6,1,1
"2623",11,1,1
"2624",15,1,3
"2625",19,1,1
"2626",9,2,2
"2627",2,1,1
"2628",2,1,1
"2629",5,1,1
"2630",1,1,1
"2631",5,2,1
"2632",28,1,1
"2633",2,1,1
"2634",3,1,1
"2635",2,1,1
"2636",1,1,2
"2637",17,1,1
"2638",25,1,1
"2639",7,1,2
"2640",31,1,1
"2641",6,1,1
"2642",4,1,1
"2643",13,1,1
"2644",14,1,1
"2645",4,1,2
"2646",68,1,1
"2647",5,1,2
"2648",35,1,1
"2649",10,2,2
"2650",15,2,1
"2651",1,1,1
"2652",16,1,1
"2653",2,1,2
"2654",13,1,1
"2655",1,2,1
"2656",11,1,1
"2657",20,1,1
"2658",3,1,2
"2659",14,1,4
"2660",36,1,1
"2661",5,7,1
"2662",35,1,1
"2663",2,1,1
"2664",9,1,1
"2665",2,1,1
"2666",9,1,1
"2667",27,1,4
"2668",1,1,1
"2669",1,1,9
"2670",8,1,1
"2671",39,2,1
"2672",30,2,2
"2673",1,1,3
"2674",4,1,1
"2675",1,1,2
"2676",38,1,1
"2677",1,1,8
"2678",3,1,1
"2679",14,1,1
"2680",20,1,3
"2681",9,1,1
"2682",1,1,1
"2683",4,1,1
"2684",10,1,1
"2685",9,2,1
"2686",14,1,1
"2687",1,1,1
"2688",2,1,1
"2689",45,1,1
"2690",18,2,1
"2691",13,1,1
"2692",44,1,1
"2693",13,1,2
"2694",27,2,1
"2695",1,1,1
"2696",22,3,1
"2697",3,1,2
"2698",1,1,2
"2699",29,1,1
"2700",10,1,1
"2701",3,1,1
"2702",4,1,2
"2703",11,1,1
"2704",54,1,1
"2705",6,1,1
"2706",3,1,1
"2707",20,1,1
"2708",18,1,1
"2709",19,1,1
"2710",32,1,2
"2711",9,1,1
"2712",16,2,2
"2713",35,1,1
"2714",1,1,1
"2715",10,1,1
"2716",55,1,1
"2717",31,1,2
"2718",3,1,3
"2719",40,1,1
"2720",5,1,2
"2721",1,1,1
"2722",45,1,2
"2723",2,1,1
"2724",14,1,1
"2725",3,1,1
"2726",16,1,1
"2727",12,1,1
"2728",3,1,1
"2729",4,1,1
"2730",24,1,1
"2731",2,1,1
"2732",5,1,1
"2733",14,1,1
"2734",9,1,0
"2735",13,1,1
"2736",1,1,1
"2737",3,1,1
"2738",13,17,1
"2739",3,1,1
"2740",6,1,1
"2741",18,1,1
"2742",2,1,1
"2743",3,1,2
"2744",1,1,2
"2745",30,1,1
"2746",18,1,1
"2747",4,1,1
"2748",6,1,7
"2749",1,1,1
"2750",37,1,2
"2751",1,1,1
"2752",2,1,1
"2753",2,1,3
"2754",6,1,1
"2755",2,1,1
"2756",9,1,2
"2757",22,1,1
"2758",2,1,1
"2759",5,1,1
"2760",3,1,1
"2761",9,1,1
"2762",10,1,1
"2763",1,3,1
"2764",2,1,2
"2765",12,1,2
"2766",1,1,1
"2767",25,1,1
"2768",12,1,1
"2769",5,1,1
"2770",36,1,1
"2771",1,1,1
"2772",33,1,1
"2773",40,1,1
"2774",68,1,6
"2775",26,1,3
"2776",3,1,1
"2777",42,1,2
"2778",1,1,2
"2779",1,1,1
"2780",37,1,1
"2781",6,1,1
"2782",4,1,1
"2783",10,1,1
"2784",17,1,1
"2785",12,2,1
"2786",2,1,1
"2787",5,1,1
"2788",39,1,2
"2789",1,1,2
"2790",18,1,1
"2791",14,1,1
"2792",21,1,1
"2793",38,1,3
"2794",3,1,1
"2795",3,1,1
"2796",1,1,2
"2797",3,1,1
"2798",2,1,0
"2799",9,1,1
"2800",3,1,2
"2801",32,1,1
"2802",12,2,1
"2803",26,1,2
"2804",6,1,2
"2805",1,1,1
"2806",1,1,1
"2807",46,1,1
"2808",16,1,1
"2809",3,1,2
"2810",6,1,1
"2811",2,1,1
"2812",1,1,1
"2813",1,1,1
"2814",3,1,1
"2815",16,1,5
"2816",3,1,2
"2817",10,2,1
"2818",1,1,2
"2819",5,1,1
"2820",2,1,1
"2821",9,1,2
"2822",5,1,1
"2823",6,1,1
"2824",1,1,1
"2825",1,3,1
"2826",9,1,1
"2827",15,1,2
"2828",19,1,1
"2829",5,1,1
"2830",10,1,1
"2831",3,1,1
"2832",9,1,1
"2833",1,4,2
"2834",5,1,1
"2835",54,1,1
"2836",1,1,1
"2837",2,1,1
"2838",1,1,2
"2839",47,1,1
"2840",28,1,3
"2841",15,1,3
"2842",12,1,2
"2843",47,1,1
"2844",3,1,1
"2845",12,2,2
"2846",1,2,3
"2847",21,1,2
"2848",1,1,1
"2849",4,1,1
"2850",34,2,1
"2851",7,1,1
"2852",36,1,2
"2853",31,2,1
"2854",2,3,1
"2855",9,1,1
"2856",2,1,2
"2857",2,1,1
"2858",14,6,1
"2859",3,1,2
"2860",2,1,1
"2861",2,1,3
"2862",23,1,1
"2863",1,1,1
"2864",9,1,2
"2865",8,1,1
"2866",8,1,2
"2867",3,1,2
"2868",1,1,1
"2869",2,1,1
"2870",1,1,1
"2871",3,1,1
"2872",5,5,1
"2873",14,1,1
"2874",23,1,1
"2875",1,1,2
"2876",6,1,1
"2877",7,1,2
"2878",18,1,1
"2879",6,1,1
"2880",20,1,1
"2881",12,1,1
"2882",26,1,1
"2883",12,1,1
"2884",1,1,1
"2885",22,1,2
"2886",1,2,2
"2887",1,1,1
"2888",7,1,2
"2889",7,1,1
"2890",1,1,1
"2891",46,2,1
"2892",3,1,1
"2893",27,1,1
"2894",14,1,1
"2895",2,2,1
