,num_pts_dim0,num_pts_dim1,num_pts_dim2
1661,550,472,143
1662,550,330,83
1663,550,608,542
1664,550,328,148
1665,550,473,179
1666,550,199,99
1667,550,382,139
1668,550,225,55
1669,550,181,55
1670,550,319,237
1671,550,95,24
1672,550,219,37
1673,550,202,261
1674,550,320,61
1675,550,210,54
1676,550,346,32
1677,550,301,136
1678,550,324,362
1679,550,327,154
1680,550,334,108
1681,550,467,218
1682,550,154,19
1683,550,399,146
1684,550,482,214
1685,550,415,199
1686,550,405,61
1687,550,188,139
1688,550,498,242
1689,550,122,35
1690,550,345,110
1691,550,820,844
1692,550,140,69
1693,550,138,70
1694,550,486,136
1695,550,581,262
1696,550,223,119
1697,550,310,82
1698,550,97,66
1699,550,370,359
1700,550,521,174
1701,550,203,96
1702,550,387,254
1703,550,229,50
1704,550,351,126
1705,550,117,44
1706,550,425,120
1707,550,860,679
1708,550,163,58
1709,550,157,17
1710,550,671,304
1711,550,325,129
1712,550,623,285
1713,550,442,180
1714,550,273,31
1715,550,621,275
1716,550,112,32
1717,550,393,163
1718,550,466,166
1719,550,487,226
1720,550,213,32
1721,550,80,16
1722,550,65,1
1723,550,420,95
1724,550,147,13
1725,550,55,19
1726,550,366,63
1727,550,632,443
1728,550,218,49
1729,550,393,114
1730,550,183,40
1731,550,326,59
1732,550,85,6
1733,550,334,142
1734,550,354,93
1735,550,154,89
1736,550,205,37
1737,550,296,232
1738,550,374,211
1739,550,311,86
1740,550,206,28
1741,550,421,132
1742,550,384,440
1743,550,380,174
1744,550,203,16
1745,550,571,263
1746,550,185,15
1747,550,365,104
1748,550,255,50
1749,550,319,81
1750,550,310,85
1751,550,342,213
1752,550,128,22
1753,550,182,87
1754,550,448,193
1755,550,245,18
1756,550,455,226
1757,550,541,343
1758,550,167,24
1759,550,506,518
1760,550,459,156
1761,550,259,182
1762,550,352,231
1763,550,275,47
1764,550,206,114
1765,550,513,377
1766,550,123,22
1767,550,493,97
1768,550,226,40
1769,550,399,212
1770,550,354,73
1771,550,197,35
1772,550,670,161
1773,550,491,198
1774,550,296,121
1775,550,121,13
1776,550,372,64
1777,550,190,39
1778,550,423,199
1779,550,335,45
1780,550,434,69
1781,550,212,21
1782,550,190,75
1783,550,135,70
1784,550,239,66
1785,550,383,75
1786,550,381,97
1787,550,301,45
1788,550,334,177
1789,550,348,100
1790,550,673,525
1791,550,456,143
1792,550,236,96
1793,550,425,154
1794,550,302,111
1795,550,57,5
1796,550,401,200
1797,550,179,92
1798,550,504,111
1799,550,768,653
1800,550,400,135
1801,550,210,99
1802,550,252,123
1803,550,197,23
1804,550,369,69
1805,550,528,206
1806,550,306,112
1807,550,538,378
1808,550,411,275
1809,550,287,64
1810,550,421,95
1811,550,251,126
1812,550,210,45
1813,550,209,21
1814,550,126,14
1815,550,549,397
1816,550,195,44
1817,550,286,89
1818,550,238,68
1819,550,194,79
1820,550,498,230
1821,550,493,223
1822,550,475,215
1823,550,183,49
1824,550,160,12
1825,550,48,0
1826,550,186,14
1827,550,141,26
1828,550,208,99
1829,550,316,154
1830,550,543,293
1831,550,320,142
1832,550,320,75
1833,550,554,185
1834,550,100,30
1835,550,150,83
1836,550,137,2
1837,550,491,312
1838,550,267,86
1839,550,174,13
1840,550,275,159
1841,550,147,11
1842,550,249,52
1843,550,434,313
1844,550,433,294
1845,550,398,313
1846,550,263,50
1847,550,270,147
1848,550,336,173
1849,550,343,194
1850,550,455,253
1851,550,35,5
1852,550,173,58
1853,550,853,624
1854,550,212,44
1855,550,296,213
1856,550,628,375
1857,550,115,31
1858,550,110,7
1859,550,204,78
1860,550,406,56
1861,550,367,254
1862,550,151,37
1863,550,178,158
1864,550,282,122
1865,550,358,65
1866,550,113,24
1867,550,74,2
1868,550,148,122
1869,550,204,39
1870,550,422,317
1871,550,81,36
1872,550,419,177
1873,550,149,106
1874,550,321,107
1875,550,599,243
1876,550,105,30
1877,550,369,107
1878,550,491,214
1879,550,282,136
1880,550,363,106
1881,550,518,255
1882,550,534,375
1883,550,416,106
1884,550,424,180
1885,550,465,210
1886,550,538,330
1887,550,277,88
1888,550,539,160
1889,550,133,14
1890,550,95,20
1891,550,244,57
1892,550,763,433
1893,550,240,90
1894,550,457,137
1895,550,144,19
1896,550,187,101
1897,550,197,15
1898,550,296,98
1899,550,155,73
1900,550,366,169
1901,550,278,130
1902,550,83,3
1903,550,364,93
1904,550,248,66
1905,550,195,45
1906,550,192,43
1907,550,132,16
1908,550,360,132
1909,550,312,141
1910,550,244,221
1911,550,290,65
1912,550,624,283
1913,550,211,95
1914,550,644,292
1915,550,91,0
1916,550,288,76
1917,550,328,55
1918,550,292,22
1919,550,182,63
1920,550,400,131
1921,550,379,79
1922,550,231,23
1923,550,145,36
1924,550,270,75
1925,550,170,90
1926,550,436,183
1927,550,134,29
1928,550,168,107
1929,550,496,464
1930,550,182,22
1931,550,457,181
1932,550,318,46
1933,550,408,74
1934,550,369,229
1935,550,501,250
1936,550,404,113
1937,550,59,0
1938,550,430,287
1939,550,292,63
1940,550,139,32
1941,550,446,165
1942,550,619,494
1943,550,332,120
1944,550,127,59
1945,550,264,79
1946,550,161,44
1947,550,293,223
1948,550,292,75
1949,550,449,209
1950,550,215,118
1951,550,299,97
1952,550,418,219
1953,550,106,45
1954,550,275,91
1955,550,346,151
1956,550,197,193
1957,550,320,47
1958,550,544,277
1959,550,279,134
1960,550,76,11
1961,550,451,195
1962,550,464,61
1963,550,93,31
1964,550,275,55
1965,550,215,51
1966,550,461,172
1967,550,144,41
1968,550,294,72
1969,550,255,81
1970,550,551,258
1971,550,346,140
1972,550,405,266
1973,550,196,32
1974,550,170,34
1975,550,205,46
1976,550,332,138
1977,550,541,190
1978,550,96,27
1979,550,126,33
1980,550,199,70
1981,550,454,154
1982,550,228,211
1983,550,332,60
1984,550,370,104
1985,550,246,114
1986,550,212,15
1987,550,570,563
1988,550,117,47
1989,550,278,65
1990,550,515,276
1991,550,580,266
1992,550,454,212
1993,550,202,87
1994,550,271,35
1995,550,378,158
1996,550,196,121
1997,550,549,219
1998,550,276,88
1999,550,194,37
2000,550,379,86
2001,550,497,342
2002,550,289,38
2003,550,297,106
2004,550,479,135
2005,550,280,157
2006,550,118,31
2007,550,766,433
2008,550,360,352
2009,550,189,66
2010,550,90,5
2011,550,202,125
2012,550,122,8
2013,550,82,69
2014,550,423,143
2015,550,258,52
2016,550,500,187
2017,550,496,203
2018,550,115,27
2019,550,229,36
2020,550,95,22
2021,550,277,223
2022,550,431,195
2023,550,307,78
2024,550,311,117
2025,550,675,314
2026,550,141,42
2027,550,218,192
2028,550,186,48
2029,550,449,201
2030,550,493,153
2031,550,237,60
2032,550,335,58
2033,550,550,285
2034,550,454,240
2035,550,269,36
2036,550,205,34
2037,550,370,35
2038,550,327,215
2039,550,438,86
2040,550,88,15
2041,550,331,64
2042,550,273,71
2043,550,341,70
2044,550,221,161
2045,550,125,6
2046,550,260,184
2047,550,293,175
2048,550,326,213
2049,550,361,122
2050,550,146,18
2051,550,567,320
2052,550,203,10
2053,550,188,42
2054,550,319,49
2055,550,329,94
2056,550,183,26
2057,550,458,128
2058,550,489,263
2059,550,535,205
2060,550,374,88
2061,550,506,340
2062,550,371,299
2063,550,176,93
2064,550,298,101
2065,550,303,206
2066,550,149,2
2067,550,208,74
2068,550,128,51
2069,550,542,340
2070,550,585,185
2071,550,98,19
2072,550,310,96
2073,550,292,179
2074,550,519,190
2075,550,360,72
2076,550,376,65
2077,550,104,0
2078,550,420,86
2079,550,227,61
2080,550,703,512
2081,550,367,198
2082,550,602,357
2083,550,421,109
2084,550,517,247
2085,550,88,7
2086,550,262,134
2087,550,343,77
2088,550,483,185
2089,550,416,167
2090,550,371,74
2091,550,125,13
2092,550,367,177
2093,550,194,37
2094,550,229,128
2095,550,151,43
2096,550,436,182
2097,550,178,32
2098,550,186,36
2099,550,357,90
2100,550,451,149
2101,550,577,185
2102,550,234,60
2103,550,210,51
2104,550,172,176
2105,550,210,11
2106,550,231,87
2107,550,196,115
2108,550,358,185
2109,550,180,34
2110,550,271,95
2111,550,356,128
2112,550,218,149
2113,550,289,104
2114,550,393,104
2115,550,559,316
2116,550,483,195
2117,550,393,452
2118,550,199,64
2119,550,263,106
2120,550,365,96
2121,550,232,93
2122,550,469,139
2123,550,683,398
2124,550,272,319
2125,550,362,136
2126,550,184,54
2127,550,284,69
2128,550,233,40
2129,550,202,89
2130,550,104,11
2131,550,200,108
2132,550,477,459
2133,550,287,43
2134,550,444,348
2135,550,97,6
2136,550,201,175
2137,550,253,49
2138,550,510,302
2139,550,389,184
2140,550,245,99
2141,550,405,177
2142,550,251,77
2143,550,512,203
2144,550,236,72
2145,550,235,182
2146,550,283,87
2147,550,321,107
2148,550,294,99
2149,550,129,63
2150,550,502,481
2151,550,174,74
2152,550,249,175
2153,550,163,45
2154,550,364,68
2155,550,427,170
2156,550,148,64
2157,550,71,1
2158,550,62,10
2159,550,356,208
2160,550,237,37
2161,550,322,177
2162,550,247,54
2163,550,468,228
2164,550,251,47
2165,550,586,395
2166,550,374,325
2167,550,194,30
2168,550,621,366
2169,550,333,46
2170,550,81,10
2171,550,282,107
2172,550,139,26
2173,550,542,284
2174,550,588,323
2175,550,247,67
2176,550,136,21
2177,550,349,125
2178,550,211,19
2179,517,177,50
2180,550,293,140
2181,550,773,610
2182,550,285,109
2183,550,296,40
2184,550,341,205
2185,550,281,44
2186,550,482,130
2187,550,131,4
2188,550,85,0
2189,550,222,266
2190,550,384,187
2191,550,387,51
2192,550,168,62
2193,550,326,89
2194,550,193,21
2195,550,638,433
2196,550,326,71
2197,550,309,75
2198,550,223,159
2199,550,343,133
2200,550,396,272
2201,550,241,48
2202,550,186,28
2203,550,527,307
2204,550,309,249
2205,550,526,261
2206,550,260,122
2207,550,537,314
2208,550,204,25
2209,550,504,269
2210,550,129,9
2211,550,383,109
2212,550,476,101
2213,550,367,211
2214,550,275,50
2215,550,399,167
2216,550,46,7
2217,550,373,113
2218,550,816,568
2219,550,158,29
2220,550,192,68
2221,550,202,12
2222,550,296,53
2223,550,211,110
2224,550,223,55
2225,550,421,201
2226,550,167,36
2227,550,275,191
2228,550,289,115
2229,550,434,131
2230,550,222,64
2231,550,457,318
2232,550,503,190
2233,550,532,537
2234,550,352,124
2235,550,216,60
2236,550,486,159
2237,550,362,84
2238,550,443,89
2239,550,208,97
2240,550,509,182
2241,550,334,217
2242,550,521,144
2243,550,423,185
2244,550,344,196
2245,550,125,12
2246,550,229,58
2247,550,235,60
2248,550,453,315
2249,550,177,67
2250,550,52,2
2251,550,586,374
2252,550,493,257
2253,550,248,145
2254,550,177,4
2255,550,309,119
2256,550,383,198
2257,550,304,72
2258,550,399,212
2259,550,114,44
2260,550,179,30
2261,550,146,39
2262,550,381,193
2263,550,458,294
2264,550,438,383
2265,550,85,55
2266,550,115,20
2267,550,113,26
2268,550,208,47
2269,550,114,14
2270,550,538,330
2271,550,168,82
2272,550,214,37
2273,550,205,21
2274,550,212,143
2275,550,218,62
2276,550,189,29
2277,550,85,22
2278,550,125,7
2279,550,486,183
2280,550,474,144
2281,550,607,220
2282,550,256,76
2283,550,202,89
2284,550,290,65
2285,550,84,5
2286,550,538,172
2287,550,293,26
2288,550,185,96
2289,550,744,797
2290,550,198,40
2291,550,529,280
2292,550,223,47
2293,550,395,122
2294,550,913,744
2295,550,249,246
2296,550,230,44
2297,550,214,116
2298,550,320,110
2299,550,724,491
2300,550,525,465
2301,550,327,84
2302,550,386,125
2303,550,243,31
2304,550,333,153
2305,550,459,213
2306,550,258,177
2307,550,358,106
2308,550,135,3
2309,550,554,254
2310,550,498,241
2311,550,524,320
2312,550,276,70
2313,550,437,169
2314,550,229,125
2315,550,246,58
2316,550,340,111
2317,550,760,1049
2318,550,143,3
2319,550,201,55
2320,550,229,38
2321,550,432,161
2322,550,537,82
2323,550,452,254
2324,550,411,129
2325,550,373,180
2326,550,527,197
2327,550,186,65
2328,550,349,92
2329,550,452,126
2330,550,536,280
2331,550,145,11
2332,550,212,89
2333,550,150,32
2334,550,235,155
2335,550,452,170
2336,550,310,93
2337,550,174,91
2338,550,456,230
2339,550,376,373
2340,550,263,77
2341,550,253,134
2342,550,608,288
2343,550,35,2
2344,550,394,148
2345,524,121,30
2346,550,540,156
2347,550,398,78
2348,550,303,106
2349,550,421,91
2350,550,382,91
2351,550,280,147
2352,550,186,14
2353,550,437,191
2354,550,314,130
2355,550,264,79
2356,550,290,41
2357,550,313,122
2358,550,431,212
2359,550,177,41
2360,550,395,121
2361,550,233,11
2362,550,277,52
2363,550,438,195
2364,550,507,115
2365,550,271,83
2366,550,257,43
2367,550,145,102
2368,550,144,55
2369,550,267,90
2370,550,220,54
2371,550,94,88
2372,550,381,80
2373,550,397,166
2374,550,214,77
2375,550,789,618
2376,550,251,200
2377,550,355,169
2378,550,304,83
2379,550,480,103
2380,550,431,278
2381,550,317,121
2382,550,567,399
2383,550,258,103
2384,550,321,88
2385,550,199,119
2386,550,572,294
2387,550,46,3
2388,550,37,2
2389,550,212,15
2390,550,169,128
2391,550,287,122
2392,550,296,97
2393,550,96,7
2394,550,428,186
2395,550,333,98
2396,550,118,23
2397,550,330,72
2398,550,411,104
2399,550,70,2
2400,550,352,151
2401,550,362,83
2402,550,300,169
2403,550,393,99
2404,550,246,81
2405,550,452,204
2406,550,527,202
2407,550,365,88
2408,550,363,28
2409,550,401,102
2410,550,361,125
2411,550,368,133
2412,550,369,154
2413,550,314,273
2414,550,205,38
2415,550,170,38
2416,550,260,22
2417,550,284,187
2418,550,410,229
2419,550,377,112
2420,550,598,407
2421,550,366,58
2422,550,167,26
2423,550,352,11
2424,550,598,317
2425,550,419,281
2426,550,184,14
2427,550,278,116
2428,550,505,266
2429,550,156,33
2430,550,512,196
2431,550,86,3
2432,550,323,52
2433,550,68,18
2434,550,185,21
2435,550,459,119
2436,550,501,194
2437,550,212,64
2438,550,154,18
2439,550,262,67
2440,550,371,82
2441,550,224,27
2442,550,402,103
2443,550,482,345
2444,550,316,102
2445,550,136,14
2446,550,308,186
2447,550,30,0
2448,550,647,329
2449,550,386,139
2450,550,469,267
2451,550,622,379
2452,550,352,121
2453,550,373,140
2454,550,527,423
2455,550,400,225
2456,550,376,129
2457,550,584,377
2458,550,216,76
2459,550,191,57
2460,550,426,228
2461,550,218,70
2462,550,187,31
2463,550,101,5
2464,550,339,154
2465,550,213,116
2466,550,476,296
2467,550,212,87
2468,550,390,347
2469,550,394,95
2470,550,207,50
2471,550,296,59
2472,550,145,55
2473,550,593,447
2474,550,353,154
2475,550,433,288
2476,550,250,41
2477,550,164,79
2478,550,300,79
2479,550,666,560
2480,550,308,90
2481,550,197,25
2482,550,387,116
2483,550,453,124
2484,550,127,20
2485,550,404,167
2486,550,451,151
2487,550,539,189
2488,550,197,30
2489,550,530,214
2490,550,176,70
2491,550,546,240
2492,550,282,163
2493,550,316,283
2494,550,409,297
2495,550,336,105
2496,550,157,25
2497,550,383,182
2498,550,791,527
2499,550,372,244
2500,550,534,310
2501,550,554,359
2502,550,414,189
2503,550,207,46
2504,550,208,42
2505,550,258,114
2506,550,299,114
2507,550,168,153
2508,550,416,127
2509,550,670,437
2510,550,72,9
2511,550,271,80
2512,550,542,178
2513,550,621,546
2514,550,359,112
2515,550,119,22
2516,550,275,63
2517,550,519,296
2518,550,494,242
2519,550,293,47
2520,550,716,439
2521,550,424,184
2522,550,305,61
2523,550,318,226
2524,550,535,267
2525,550,342,194
2526,550,93,35
2527,550,282,101
2528,550,267,62
2529,550,233,146
2530,550,352,58
2531,550,68,4
2532,550,280,76
2533,550,371,172
2534,550,244,91
2535,550,452,100
2536,550,287,78
2537,550,464,285
2538,550,365,94
2539,550,192,55
2540,550,246,33
2541,550,193,35
2542,550,564,306
2543,550,64,7
2544,550,265,31
2545,550,164,22
2546,550,423,160
2547,550,100,39
2548,550,247,62
2549,550,272,67
2550,550,213,69
2551,550,390,87
2552,550,241,70
2553,550,100,17
2554,550,509,240
2555,550,131,54
2556,550,355,112
2557,550,314,90
2558,550,414,82
2559,550,342,82
2560,550,320,70
2561,550,336,149
2562,550,214,402
2563,550,606,301
2564,550,238,88
2565,550,334,82
2566,550,283,139
2567,550,633,296
2568,550,197,22
2569,550,589,321
2570,550,399,219
2571,550,471,139
2572,550,312,135
2573,550,248,32
2574,550,55,24
2575,550,495,143
2576,550,184,18
2577,550,320,90
2578,550,527,270
2579,550,275,349
2580,550,316,83
2581,550,543,314
2582,550,482,222
2583,550,337,75
2584,550,213,78
2585,550,27,0
2586,550,472,140
2587,550,508,286
2588,550,162,12
2589,550,117,64
2590,550,474,359
2591,550,304,93
2592,550,70,22
2593,550,552,288
2594,550,409,175
2595,550,220,20
2596,550,295,104
2597,550,403,123
2598,550,439,168
2599,550,340,109
2600,550,94,22
2601,550,229,88
2602,550,237,97
2603,550,698,414
2604,550,286,374
2605,550,405,130
2606,550,191,10
2607,550,372,82
2608,550,185,40
2609,550,102,19
2610,550,332,185
2611,550,291,100
2612,550,366,87
2613,550,298,38
2614,550,386,56
2615,550,211,39
2616,550,368,260
2617,550,193,37
2618,550,253,105
2619,550,434,237
2620,550,67,4
2621,550,476,320
2622,550,407,316
2623,550,317,47
2624,550,390,197
2625,550,158,40
2626,550,188,44
2627,550,171,94
2628,550,144,44
2629,550,478,105
2630,550,209,8
2631,550,267,20
2632,550,366,67
2633,550,122,11
2634,550,245,34
2635,550,106,19
2636,550,545,377
2637,550,86,8
2638,550,526,219
2639,550,438,204
2640,550,205,99
2641,550,393,246
2642,550,601,352
2643,550,183,41
2644,550,529,170
2645,550,428,103
2646,550,414,133
2647,550,408,199
2648,550,221,68
2649,550,490,342
2650,550,257,51
2651,550,254,89
2652,550,601,461
2653,550,154,83
2654,550,406,146
2655,550,693,602
2656,550,193,43
2657,550,294,102
2658,550,158,76
2659,550,236,42
2660,550,289,139
2661,550,622,402
2662,550,79,29
2663,550,512,131
2664,550,319,32
2665,550,240,62
2666,550,267,120
2667,550,268,13
2668,550,259,56
2669,550,163,71
2670,550,140,63
2671,550,280,49
2672,550,353,108
2673,550,297,96
2674,550,227,29
2675,550,271,89
2676,550,327,93
2677,550,361,93
2678,550,367,184
2679,550,123,38
2680,550,365,76
2681,550,594,285
2682,550,388,167
2683,550,224,73
2684,550,566,149
2685,550,106,19
2686,550,263,84
2687,550,363,187
2688,550,160,37
2689,550,253,86
2690,550,185,70
2691,550,177,42
2692,550,374,82
2693,550,208,23
2694,550,694,410
2695,550,463,73
2696,550,689,361
2697,550,310,121
2698,550,432,212
2699,550,470,80
2700,550,206,110
2701,550,282,166
2702,550,582,398
2703,550,283,90
2704,550,349,76
2705,550,445,144
2706,550,170,28
2707,550,349,88
2708,550,334,116
2709,550,290,36
2710,550,521,112
2711,550,527,417
2712,550,359,159
2713,550,247,38
2714,550,480,163
2715,550,197,114
2716,550,369,177
2717,550,286,40
2718,550,266,36
2719,550,187,8
2720,550,441,191
2721,550,137,71
2722,550,562,169
2723,550,300,204
2724,550,131,7
2725,550,332,53
2726,550,321,131
2727,550,380,121
2728,550,286,103
2729,550,205,42
2730,550,303,68
2731,550,133,143
2732,550,93,7
2733,550,285,99
2734,550,60,0
2735,550,46,2
2736,550,225,87
2737,550,438,260
2738,550,409,192
2739,550,143,51
2740,550,262,33
2741,550,572,340
2742,550,108,18
2743,550,369,178
2744,550,301,64
2745,550,395,108
2746,550,243,82
2747,550,117,17
2748,550,252,50
2749,550,148,105
2750,550,628,315
2751,550,224,43
2752,550,101,22
2753,550,373,117
2754,550,155,66
2755,550,385,302
2756,550,549,344
2757,550,706,516
2758,550,147,19
2759,550,309,263
2760,550,206,66
2761,550,551,320
2762,550,414,233
2763,550,487,118
2764,550,538,494
2765,550,339,36
2766,550,322,162
2767,550,301,78
2768,550,148,31
2769,550,569,254
2770,550,494,329
2771,550,462,140
2772,550,248,43
2773,550,249,73
2774,550,375,95
2775,550,614,273
2776,550,740,480
2777,550,256,102
2778,550,447,214
2779,550,248,88
2780,550,380,123
2781,550,445,258
2782,550,244,46
2783,550,230,50
2784,550,292,41
2785,550,299,197
2786,550,164,47
2787,550,327,102
2788,550,171,36
2789,550,245,83
2790,550,83,5
2791,550,190,137
2792,550,410,57
2793,550,345,186
2794,550,298,86
2795,550,84,26
2796,550,125,105
2797,550,111,14
2798,550,53,0
2799,550,534,181
2800,550,75,55
2801,550,96,7
2802,550,388,42
2803,550,315,307
2804,550,187,23
2805,550,475,278
2806,550,552,101
2807,550,58,5
2808,550,247,35
2809,550,251,64
2810,550,265,131
2811,550,310,152
2812,550,441,167
2813,550,142,19
2814,550,523,276
2815,550,207,51
2816,550,355,212
2817,550,547,164
2818,550,136,36
2819,550,668,554
2820,550,169,150
2821,550,647,380
2822,550,514,215
2823,550,205,80
2824,550,186,26
2825,550,162,30
2826,550,174,85
2827,550,309,61
2828,550,314,65
2829,550,378,128
2830,550,220,46
2831,550,340,189
2832,550,287,63
2833,550,968,1013
2834,550,169,12
2835,550,333,53
2836,550,281,83
2837,550,347,234
2838,550,353,222
2839,550,375,103
2840,550,155,53
2841,550,360,141
2842,550,171,41
2843,550,252,92
2844,550,543,228
2845,550,239,79
2846,550,481,258
2847,550,197,70
2848,550,307,84
2849,550,442,110
2850,550,400,79
2851,550,461,213
2852,550,302,114
2853,550,420,110
2854,550,289,29
2855,550,90,5
2856,550,169,51
2857,550,366,154
2858,550,418,140
2859,550,180,170
2860,550,121,23
2861,550,482,241
2862,550,285,103
2863,550,440,224
2864,550,12,3
2865,550,341,130
2866,550,193,141
2867,550,36,4
2868,550,291,119
2869,550,315,380
2870,550,218,99
2871,550,576,414
2872,550,241,77
2873,550,484,205
2874,550,135,34
2875,550,181,79
2876,550,709,391
2877,550,229,112
2878,550,512,284
2879,550,481,310
2880,550,364,57
2881,550,272,155
2882,550,288,83
2883,550,185,96
2884,550,391,198
2885,550,193,18
2886,550,472,218
2887,550,242,52
2888,550,200,42
2889,550,353,86
2890,550,359,143
2891,550,303,84
2892,550,227,75
2893,550,375,113
2894,550,594,406
2895,550,284,201
2896,550,80,31
2897,550,139,38
2898,550,436,186
2899,550,198,43
2900,550,726,318
2901,550,188,112
2902,550,506,120
2903,550,125,12
2904,550,131,27
2905,550,146,8
2906,550,547,350
2907,550,95,32
2908,550,270,86
2909,550,610,243
2910,550,287,115
2911,550,466,118
2912,550,543,302
2913,550,502,174
2914,550,221,99
2915,550,373,250
2916,550,207,115
2917,550,376,52
2918,550,445,225
2919,550,516,295
2920,550,324,50
2921,550,173,34
2922,550,411,106
2923,550,231,78
2924,550,170,50
2925,550,407,162
2926,550,570,116
2927,550,113,38
2928,550,81,5
2929,550,528,485
2930,550,83,23
2931,550,463,277
2932,550,308,53
2933,550,220,36
2934,550,280,62
2935,550,274,206
2936,550,280,80
2937,550,450,143
2938,550,202,36
2939,550,402,288
2940,550,483,123
2941,550,148,8
2942,550,579,289
2943,550,65,7
2944,550,406,116
2945,550,460,226
2946,550,547,261
2947,550,285,73
2948,550,262,48
2949,550,253,64
2950,550,145,53
2951,550,241,90
2952,550,36,16
2953,550,15,0
2954,550,291,90
2955,550,221,22
2956,550,128,25
2957,550,507,339
2958,550,108,28
2959,550,130,58
2960,550,148,30
2961,550,522,175
2962,550,387,169
2963,550,637,441
2964,550,310,149
2965,550,399,68
2966,550,232,33
2967,550,197,62
2968,550,332,124
2969,550,614,272
2970,550,180,36
2971,550,247,47
2972,550,334,145
2973,550,77,33
2974,550,191,35
2975,550,423,150
2976,550,313,18
2977,550,426,123
2978,550,312,104
2979,550,462,239
2980,550,151,15
2981,550,638,234
2982,550,468,101
2983,550,394,119
2984,550,385,69
2985,550,377,139
2986,550,432,102
2987,550,27,0
2988,550,298,126
2989,550,87,4
2990,550,347,84
2991,550,301,40
2992,550,77,53
2993,550,152,20
2994,550,447,636
2995,550,160,25
2996,550,399,135
2997,550,279,29
2998,550,432,167
2999,550,15,1
3000,550,294,114
3001,550,144,74
3002,550,61,1
3003,550,256,152
3004,550,424,205
3005,550,214,19
3006,550,384,126
3007,550,371,251
3008,550,178,80
3009,550,237,70
3010,550,220,49
3011,550,246,42
3012,550,476,166
3013,550,205,67
3014,550,286,94
3015,550,306,112
3016,550,464,125
3017,550,269,104
3018,550,487,304
3019,550,190,87
3020,550,558,240
3021,550,208,179
3022,550,371,70
3023,550,374,93
3024,550,344,166
3025,550,178,118
3026,550,583,240
3027,550,231,52
3028,550,159,88
3029,550,265,119
3030,550,389,134
3031,550,477,165
3032,550,392,120
3033,550,359,141
3034,550,385,105
3035,550,402,86
3036,550,430,281
3037,550,180,69
3038,550,238,81
3039,550,315,77
3040,550,220,165
3041,550,346,102
3042,550,336,124
3043,550,47,1
3044,550,260,71
3045,550,345,256
3046,550,315,168
3047,550,260,24
3048,550,303,81
3049,550,232,141
3050,550,707,532
3051,550,282,30
3052,550,732,425
3053,550,463,108
3054,550,316,121
3055,550,329,94
3056,550,57,0
3057,550,456,153
3058,550,481,291
3059,550,181,40
3060,550,264,197
3061,550,46,0
3062,550,208,13
3063,550,627,223
3064,550,86,3
3065,550,322,140
3066,550,287,79
3067,550,120,8
3068,550,565,335
3069,550,595,421
3070,550,251,54
3071,550,398,180
3072,550,386,142
3073,550,490,312
3074,550,115,19
3075,550,157,70
3076,550,164,31
3077,550,402,271
3078,550,543,443
3079,550,384,188
3080,550,572,205
3081,550,128,4
3082,550,360,110
3083,550,310,57
3084,550,165,28
3085,550,390,173
3086,550,328,66
3087,550,28,2
3088,550,667,485
3089,550,349,93
3090,550,110,8
3091,550,353,89
3092,550,88,15
3093,550,41,21
3094,550,296,31
3095,550,399,147
3096,550,536,411
3097,550,409,293
3098,550,381,65
3099,550,548,283
3100,550,164,26
3101,550,634,507
3102,550,271,55
3103,550,234,78
3104,550,337,172
3105,550,227,193
3106,550,197,78
3107,550,311,75
3108,550,170,25
3109,550,505,343
3110,550,368,190
3111,550,336,197
3112,550,165,42
3113,550,262,113
3114,550,126,45
3115,550,319,125
3116,550,656,346
3117,550,212,5
3118,550,276,74
3119,550,198,65
3120,550,284,29
3121,550,59,6
3122,550,252,41
3123,550,193,43
3124,550,133,22
3125,550,127,36
3126,550,303,278
3127,550,190,37
3128,550,260,118
3129,550,349,52
3130,550,208,73
3131,550,453,166
3132,550,138,20
3133,550,131,33
3134,550,366,75
3135,550,393,107
3136,550,91,11
3137,550,464,70
3138,550,306,280
3139,550,272,227
3140,550,441,322
3141,550,372,213
3142,550,126,22
3143,550,277,52
3144,550,479,168
3145,550,265,99
3146,550,192,66
3147,550,538,239
3148,550,70,5
3149,550,375,95
3150,550,464,342
3151,550,398,247
3152,550,277,75
3153,550,570,132
3154,550,507,309
3155,550,104,7
3156,550,501,247
3157,550,95,54
3158,550,351,107
3159,550,193,37
3160,550,566,359
3161,550,363,157
3162,550,318,64
3163,550,198,109
3164,550,353,207
3165,550,555,283
3166,550,608,425
3167,550,429,152
3168,550,394,167
3169,550,470,110
3170,550,328,105
3171,550,397,217
3172,550,524,230
3173,550,182,43
3174,550,129,16
3175,550,323,315
3176,550,258,159
3177,550,247,104
3178,550,159,80
3179,550,264,105
3180,550,333,100
3181,550,509,156
3182,550,306,76
3183,550,311,55
3184,550,538,261
3185,550,334,182
3186,550,488,250
3187,550,555,278
3188,550,282,85
3189,550,226,89
3190,550,512,293
3191,550,115,14
3192,550,302,41
3193,550,185,94
3194,550,279,186
3195,550,523,225
3196,550,347,76
3197,550,148,82
3198,550,326,170
3199,550,600,201
3200,550,121,81
3201,550,567,202
3202,550,325,33
3203,550,225,84
3204,550,399,183
3205,550,220,60
3206,550,660,369
3207,550,268,174
3208,550,143,37
3209,550,241,73
3210,550,121,21
3211,550,472,188
3212,550,601,300
