,sd_life_dim1,sd_life_dim2,
1635,0.058919034,0.011631918,
1636,0.098031011,0.014873563,
1637,0.045578526,0.015933335,
1638,0.038371604,0.01386692,
1639,0.077696933,0.0336147,
1640,0.120048765,0.01058861,
1641,0.037360117,0.007691899,
1642,0.071388506,0.024264692,
1643,0.025950649,0.009794469,
1644,0.473931741,0.009211559,
1645,0.067162653,0.026317929,
1646,0.19951147,0.02367895,
1647,0.199808527,0.017986117,
1648,0.057249113,0.006530524,
1649,0.063765677,0.001171116,
1650,0.060683591,0.011021661,
1651,0.068152635,0.025470735,
1652,0.311177174,0.012961363,
1653,0.066668492,0.009772618,
1654,0.56510111,0.010045367,
1655,0.066321655,0.018318867,
1656,0.107547005,0.042299474,
1657,0.051127751,0.009125415,
1658,0.116614001,0.006361128,
1659,0.117178763,0.017627446,
1660,0.06099029,0.006118939,
1661,0.137521662,0.064336804,
1662,0.072727394,0.020477544,
1663,0.05014768,0.012840941,
1664,0.196024524,0.022255035,
1665,0.111010484,0.018988293,
1666,0.043634713,0.007630575,
1667,0.110458938,0.016369676,
1668,0.062411483,0.003837185,
1669,0.072702761,0.042805391,
1670,0.520760855,0.013984556,
1671,0.093378858,0.013128393,
1672,0.062196239,0.016236666,
1673,0.028556722,0.00846338,
1674,0.055204547,0.01124578,
1675,0.213007906,0.038909283,
1676,0.060245902,0.018512268,
1677,0.07282372,0.018621366,
1678,0.035977245,0.008859049,
1679,0.080994586,0.023640536,
1680,0.054423099,0.011379728,
1681,0.032239314,0.006451743,
1682,0.200447057,0.024256281,
1683,0.034419533,0.006234411,
1684,0.059388404,0.015587139,
1685,0.035733769,0.013771988,
1686,0.075745624,0.01668666,
1687,0.059487395,0.011796532,
1688,0.056870447,0.016858266,
1689,0.068374163,0.052598062,
1690,0.101431741,0.039129515,
1691,0.084942254,0.028919644,
1692,0.098131392,0.010617488,
1693,0.083339996,0.032884977,
1694,0.095899453,0.031917172,
1695,0.054420448,0.012542615,
1696,0.047295885,0.006783765,
1697,0.089410122,0.029802063,
1698,0.078308137,0.003130158,
1699,0.02964276,0.006749705,
1700,0.096854247,0.027963913,
1701,0.046508041,0.006565273,
1702,0.393038963,0.022726278,
1703,0.538519318,0.058630116,
1704,0.120455063,0.032464214,
1705,0.090848977,0.024079298,
1706,0.197438458,0.015210948,
1707,0.054729558,0.021540464,
1708,0.070145289,0.00985621,
1709,0.122800682,0.015824357,
1710,0.101682099,0.03408407,
1711,0.042960628,0.012240505,
1712,0.107838607,0.035975513,
1713,0.031655414,0.009264444,
1714,0.303932329,0.070865269,
1715,0.068665737,0.016302645,
1716,0.212599905,0.02518627,
1717,0.064482938,0.017915887,
1718,0.135950023,0.043317116,
1719,0.073206518,0.017088987,
1720,0.19538113,0.019447986,
1721,0.069720694,0.023786754,
1722,0.167284354,200,
1723,0.03145444,0.006161644,
1724,0.073676563,0.025537585,
1725,0.130762215,0.018318207,
1726,0.049320899,0.008105047,
1727,0.067923894,0.022830499,
1728,0.07717987,0.036800288,
1729,0.158783099,0.027517028,
1730,0.12273146,0.006136109,
1731,0.021850481,0.012543811,
1732,0.083457521,0.007658609,
1733,0.033737597,0.014620906,
1734,0.231911763,0.016221946,
1735,0.062977354,0.00637807,
1736,0.034006832,0.013311184,
1737,0.089009797,0.012082083,
1738,0.090324951,0.017970684,
1739,0.045195091,0.012895389,
1740,0.067191295,0.003327285,
1741,0.221942545,0.022823536,
1742,0.075527111,0.016438297,
1743,0.081598433,0.021399648,
1744,0.037637528,0.005186043,
1745,0.056206489,0.014808186,
1746,0.021890898,0.002446557,
1747,0.062901332,0.02145807,
1748,0.39410907,0.064853434,
1749,0.13894866,0.007145205,
1750,0.39847975,0.018196717,
1751,0.048213756,0.008398008,
1752,0.039711046,0.015081605,
1753,0.028733765,0.009927145,
1754,0.049824753,0.011046345,
1755,0.096092415,0.019253241,
1756,0.023220471,0.008263123,
1757,0.145295828,0.022694311,
1758,0.031802335,0.005101947,
1759,0.135250618,0.028104079,
1760,0.116632498,0.01047308,
1761,0.041835635,0.008212668,
1762,0.114996279,0.035533969,
1763,0.544257946,0.029181075,
1764,0.094841877,0.02035129,
1765,0.035848753,0.01322512,
1766,0.095056022,0.036829454,
1767,0.076782676,0.026863356,
1768,0.075265093,0.012256914,
1769,0.102320743,0.015452056,
1770,0.134798844,0.022131935,
1771,0.236872919,0.00832148,
1772,0.313505211,0.104796328,
1773,0.129827997,0.039977499,
1774,0.086358074,0.019773631,
1775,0.061776409,0.013926375,
1776,0.057745676,0.02906146,
1777,0.037507668,0.015190994,
1778,0.036969486,0.01042628,
1779,0.171231871,0.020088065,
1780,0.112594319,0.012896478,
1781,0.086755062,0.034700875,
1782,0.02400907,0.006765172,
1783,0.063959491,0.011864202,
1784,0.055500434,0.007106152,
1785,0.065512356,0.009958932,
1786,0.025299092,0.007342699,
1787,0.247012925,0.022035982,
1788,0.050116505,0.007090952,
1789,0.20012895,0.027088091,
1790,0.022675416,0.008696534,
1791,0.063468573,0.028150329,
1792,0.022809741,0.004821239,
1793,0.181114312,0.027046736,
1794,0.023521226,0.004540394,
1795,0.151005933,0.001236916,
1796,0.083062268,0.019582745,
1797,0.044005518,0.011460684,
1798,0.261675988,0.026355713,
1799,0.081328013,0.034397371,
1800,0.069153433,0.018694705,
1801,0.041539245,0.0089683,
1802,0.055528201,0.013737023,
1803,0.039062667,0.022297798,
1804,0.237281279,0.049245153,
1805,0.093389741,0.017573389,
1806,0.080601964,0.026300642,
1807,0.125670824,0.019377163,
1808,0.122651196,0.036386338,
1809,0.059015628,0.019985846,
1810,0.391120441,0.025799221,
1811,0.087653907,0.018462731,
1812,0.074117983,0.016500092,
1813,0.146271899,0.055320555,
1814,0.069870964,0.008992682,
1815,0.091453809,0.030704765,
1816,0.096370674,0.023517897,
1817,0.047877468,0.011680036,
1818,0.445617049,0.007799308,
1819,0.040444764,0.005260414,
1820,0.05162669,0.01327526,
1821,0.128440366,0.050248826,
1822,0.076620056,0.016865867,
1823,0.055306566,0.019135969,
1824,0.09222501,0.009453209,
1825,0.079903207,0,
1826,0.074863187,0.005568362,
1827,0.067065133,0.006331617,
1828,0.081599393,0.01322935,
1829,0.143702424,0.015186304,
1830,0.046311477,0.013196576,
1831,0.048034897,0.018565406,
1832,0.183429891,0.007033405,
1833,0.020982072,0.009136478,
1834,0.067837152,0.012756472,
1835,0.129059702,0.010277174,
1836,0.061184433,0.000285629,
1837,0.036254088,0.010132964,
1838,0.051183101,0.007106651,
1839,0.061699231,0.05589601,
1840,0.046894273,0.015837352,
1841,0.033412841,0.003163717,
1842,0.032623639,0.009218775,
1843,0.064202328,0.01546788,
1844,0.054602441,0.015622264,
1845,0.053244781,0.010541938,
1846,0.094532907,0.009463063,
1847,0.091774862,0.01797444,
1848,0.100522658,0.013432985,
1849,0.073834941,0.015784253,
1850,0.292113111,0.012134543,
1851,0.142808626,0.008352767,
1852,0.088235226,0.007082242,
1853,0.061892266,0.020929565,
1854,0.069078819,0.017428193,
1855,0.080023079,0.021084774,
1856,0.049887761,0.014896708,
1857,0.080399696,0.01458921,
1858,0.077513748,0.028318719,
1859,0.035649619,0.013575255,
1860,0.118474377,0.0308341,
1861,0.055277489,0.013377992,
1862,0.072330081,0.005367342,
1863,0.321539249,0.020528455,
1864,0.05983013,0.014044056,
1865,0.055704686,0.009830257,
1866,0.047845359,0.003908845,
1867,0.076479058,0.011529523,
1868,0.205148515,0.017237835,
1869,0.166678895,0.042475594,
1870,0.056066439,0.015467209,
1871,0.099958135,0.007798196,
1872,0.041927848,0.009449238,
1873,0.081234799,0.0084452,
1874,0.067682575,0.0151358,
1875,0.077132551,0.028079501,
1876,0.073666594,0.004939184,
1877,0.1992545,0.023817296,
1878,0.061423594,0.008006984,
1879,0.117927673,0.06854546,
1880,0.15430078,0.036407357,
1881,0.095288352,0.024339449,
1882,0.038154385,0.008592472,
1883,0.048329993,0.01242896,
1884,0.100524039,0.012419341,
1885,0.052024307,0.010103193,
1886,0.040865891,0.007281744,
1887,0.15159504,0.028965081,
1888,0.051940272,0.022679288,
1889,0.034809365,0.007316172,
1890,0.104568208,0.024160083,
1891,0.118885922,0.023897979,
1892,0.047488594,0.014697853,
1893,0.071911747,0.007732111,
1894,0.049461189,0.01036465,
1895,0.083367345,0.047715532,
1896,0.053409645,0.009275203,
1897,0.054708561,0.006755197,
1898,0.06258465,0.01439343,
1899,0.077976384,0.008061482,
1900,0.096387904,0.017070714,
1901,0.039929966,0.017925527,
1902,0.06022652,0.006813176,
1903,0.067520251,0.013600393,
1904,0.026255741,0.007914551,
1905,0.044970647,0.012472782,
1906,0.024198869,0.016430423,
1907,0.059336818,0.006184252,
1908,0.07849028,0.008224683,
1909,0.03321007,0.004829777,
1910,0.048007926,0.01131256,
1911,0.587650562,0.024395702,
1912,0.092108315,0.024115235,
1913,0.034851463,0.005012292,
1914,0.033460737,0.007746121,
1915,0.045542049,0,
1916,0.093321663,0.03011865,
1917,0.079690328,0.011298192,
1918,0.021722059,0.009122922,
1919,0.047275664,0.006690415,
1920,0.107877037,0.019297059,
1921,0.055146231,0.00694809,
1922,0.01735124,0.005554946,
1923,0.064542776,0.012678847,
1924,0.347830315,0.028410394,
1925,0.071502321,0.014869476,
1926,0.032071792,0.010850572,
1927,0.056630348,0.006553306,
1928,0.052390655,0.009918199,
1929,0.036923954,0.013742187,
1930,0.041228108,0.00210982,
1931,0.048457216,0.009784688,
1932,0.114151395,0.036737035,
1933,0.098447264,0.015097937,
1934,0.040957219,0.00991719,
1935,0.076628991,0.024249018,
1936,0.044673563,0.011887538,
1937,0.069466873,0,
1938,0.088233139,0.035056028,
1939,0.061369386,0.017309798,
1940,0.023483317,0.003207533,
1941,0.109731844,0.035373191,
1942,0.08951707,0.023946509,
1943,0.244864162,0.030958769,
1944,0.045062205,0.008632106,
1945,0.156623195,0.016010143,
1946,0.037797418,0.014074709,
1947,0.081072438,0.012405802,
1948,0.110937148,0.021406229,
1949,0.043000072,0.013641571,
1950,0.07088758,0.018879297,
1951,0.083889339,0.027734546,
1952,0.169002105,0.011746793,
1953,0.11872528,0.010184688,
1954,0.064504651,0.012857743,
1955,0.140860376,0.05601824,
1956,0.049174918,0.013989019,
1957,0.07257163,0.014141934,
1958,0.136971627,0.033728293,
1959,0.040344728,0.018512019,
1960,0.065499531,0.008861273,
1961,0.028138923,0.01135568,
1962,0.161802827,0.040777614,
1963,0.053077708,0.007974297,
1964,0.063803124,0.019169871,
1965,0.026400312,0.014816917,
1966,0.144202352,0.035028292,
1967,0.040509047,0.02048728,
1968,0.077134125,0.007106398,
1969,0.056970336,0.011866776,
1970,0.101368216,0.019381287,
1971,0.154131516,0.03507793,
1972,0.120443901,0.017102637,
1973,0.062471101,0.01312874,
1974,0.068729174,0.017428255,
1975,0.065411562,0.025827855,
1976,0.081303398,0.020903949,
1977,0.059624831,0.012402033,
1978,0.137518485,0.018609212,
1979,0.112418671,0.047089249,
1980,0.369567585,0.013938528,
1981,0.152197625,0.03118873,
1982,0.06916631,0.012567659,
1983,0.060253972,0.012244111,
1984,0.040630696,0.012772815,
1985,0.033176936,0.007489032,
1986,0.093703484,0.010835764,
1987,0.039087712,0.007746212,
1988,0.04996922,0.004894821,
1989,0.073799665,0.019239658,
1990,0.157655587,0.016110003,
1991,0.037343672,0.010447877,
1992,0.099069338,0.02428044,
1993,0.074954986,0.009174117,
1994,0.132442094,0.022248944,
1995,0.046676569,0.012227761,
1996,0.05225539,0.017421551,
1997,0.116739987,0.030500553,
1998,0.172684025,0.021791059,
1999,0.095277735,0.01150337,
2000,0.100546931,0.014852672,
,0.06445356,0.010151722,2001-4000
,0.04781217,0.00626453,
,0.204689379,0.010728954,
,0.046300201,0.010853513,
,0.057190463,0.009673416,
,0.036372244,0.002802462,
,0.085957092,0.021188354,
,0.129873374,0.035905789,
,0.072851666,0.005191789,
,0.066432106,0.005307851,
,0.066213196,0.015200273,
,0.089197888,0.006136689,
,0.102816654,0.007355122,
,0.144339756,0.010733711,
,0.041007995,0.016097533,
,0.140691568,0.031357442,
,0.042860217,0.010924184,
,0.043408205,0.008600345,
,0.031546717,0.019421036,
,0.099771528,0.010135012,
,0.028996718,0.008829858,
,0.043570606,0.008281811,
,0.087172407,0.006816855,
,0.042493172,0.011375121,
,0.109818103,0.019417948,
,0.049049877,0.006713562,
,0.06552611,0.015836783,
,0.07243561,0.012207324,
,0.093395475,0.026062989,
,0.069383101,0.015116207,
,0.047326409,0.007710881,
,0.340080064,0.170932595,
,0.046706774,0.016340899,
,0.082556785,0.016957349,
,0.127754998,0.017439568,
,0.110427031,0.013974374,
,0.056222658,0.019136554,
,0.07995515,0.020084735,
,0.300563413,0.030676435,
,0.1116773,0.034863631,
,0.039020539,0.009892156,
,0.025812918,0.007067523,
,0.058161675,0.014315959,
,0.05912251,0.009323186,
,0.036684122,0.003086234,
,0.052916694,0.0069058,
,0.06792389,0.024549879,
,0.108416032,0.013046747,
,0.112716144,0.016846173,
,0.024533861,0.013769335,
,0.185261168,0.039716038,
,0.059852362,0.002867327,
,0.079753214,0.017414483,
,0.07916499,0.036397667,
,0.128134077,0.03893655,
,0.027588192,0.002484931,
,0.22673224,0.029762918,
,0.042798758,0.011416652,
,0.130692156,0.027382213,
,0.019257616,0.003722699,
,0.104653086,0.029514934,
,0.047757333,0.012483406,
,0.049800599,0.013047426,
,0.10049856,0.027502622,
,0.033328407,0.008018751,
,0.0473953,0.00291279,
,0.039075797,0.004856976,
,0.093692801,0.008690032,
,0.059583674,0.012587266,
,0.106182284,0.032833155,
,0.094357439,0.010842831,
,0.053566064,0.025529993,
,0.056425969,0.015222149,
,0.095774236,0.028834827,
,0.554547102,0.012917767,
,0.078659534,0.006322279,
,0.06066852,0,
,0.051010013,0.016725248,
,0.054041147,0.011097536,
,0.080920728,0.025417215,
,0.078917729,0.028658416,
,0.066947051,0.016533607,
,0.135764228,0.025815052,
,0.121915422,0.025874475,
,0.102487274,0.011255742,
,0.039599518,0.011239162,
,0.032980264,0.012050901,
,0.056062791,0.015864987,
,0.103520892,0.034442014,
,0.085395406,0.006099009,
,0.03010388,0.030058266,
,0.135325933,0.030118139,
,0.152167288,0.022771418,
,0.108581677,0.018166107,
,0.159135632,0.047144999,
,0.045867309,0.008927415,
,0.089958083,0.00424672,
,0.319530595,0.004189292,
,0.055407294,0.010311049,
,0.062898717,0.012670223,
,0.056910081,0.014690506,
,0.031730471,0.00767388,
,0.259174933,0.059675973,
,0.073136089,0.022728172,
,0.20231751,0.011744845,
,0.032272491,0.00933848,
,0.055793826,0.009252945,
,0.112473695,0.030326345,
,0.073173559,0.01867016,
,0.030918731,0.006780379,
,0.298225057,0.039221557,
,0.091884986,0.014396928,
,0.139254512,0.016678463,
,0.322667009,0.017599004,
,0.180871531,0.031087245,
,0.120548428,0.033797761,
,0.081460431,0.023300499,
,0.108318074,0.022411221,
,0.036471981,0.010693353,
,0.122197731,0.0299496,
,0.033244933,0.013343687,
,0.105462492,0.019664701,
,0.103824026,0.029642946,
,0.035049942,0.012471011,
,0.070284397,0.012046378,
,0.048023687,0.010750231,
,0.435110024,0.026395898,
,0.432387009,0.007333291,
,0.047079173,0.012447148,
,0.064668035,0.029567832,
,0.075035981,0.008889971,
,0.086046615,0.008361894,
,0.161882057,0.02333187,
,0.098966302,0.015937077,
,0.178821646,0.002109015,
,0.094369874,0.027433389,
,0.093849377,0.014027088,
,0.077033653,0.009210813,
,0.083987497,0.039847464,
,0.054517771,0.006042941,
,0.082280117,0.017398375,
,0.032225364,0.013953385,
,0.153360886,0.042352546,
,0.052701025,0.011853523,
,0.046887792,0.011530927,
,0.092521744,0.017654823,
,0.05831802,0.013050634,
,0.0402623,0.01694155,
,0.065869499,0.007160684,
,0.063771394,0.017647447,
,0.061482563,0.026816326,
,0.068079472,0.007553939,
,0.040382121,0.009313646,
,0.041113504,0.012210962,
,0.120738513,0.021007775,
,0.162121615,0.024505702,
,0.063824601,200,
,0.06028329,0.003039334,
,0.047876791,0.015558177,
,0.064783463,0.009783953,
,0.052970379,0.012589649,
,0.050196223,0.018960096,
,0.055395084,0.017810021,
,0.047168818,0.017333756,
,0.06037883,0.015741813,
,0.106286865,0.014228397,
,0.037187908,0.007048864,
,0.158066746,0.041701104,
,0.066806022,0.010527088,
,0.152202123,0.009565158,
,0.040702426,0.009881075,
,0.165132039,0.019692968,
,0.075127119,0.015664846,
,0.10549135,0.026129744,
,0.082793999,0.002652072,
,0.061411429,0.018824903,
,0.040908126,0.009861435,
,0.096863336,0.013895393,
,0.33494211,0.017633222,
,0.069174357,0.04045308,
,0.03119422,0.014298279,
,0.04349073,0.013186246,
,0.031031875,0.008989845,
,0.070077851,0.016295791,
,0.229462916,0.028740083,
,0.096602213,0.01390361,
,0.075777456,0.002112005,
,0.169413118,0,
,0.127820037,0.011801199,
,0.049727574,0.017551171,
,0.051544541,0.007990452,
,0.036477448,0.008336595,
,0.082083829,0.005912795,
,0.053772907,0.010521395,
,0.087174741,0.023475017,
,0.080585289,0.041173608,
,0.152544609,0.037627095,
,0.183188299,0.022929828,
,0.331649195,0.013642821,
,0.091337696,0.006917847,
,0.056152875,0.010650559,
,0.034750779,0.007251883,
,0.114431223,0.010013116,
,0.23056913,0.032530785,
,0.106315146,0.032263275,
,0.060571791,0.011341326,
,0.040342308,0.011355604,
,0.047240895,0.003251267,
,0.0838257,0.024639775,
,0.117649783,0.013842407,
,0.125031205,0.020065134,
,0.039865499,0.020935284,
,0.082265244,0.017120648,
,0.014727898,0.003449356,
,0.156777873,0.022273085,
,0.126737589,0.018536142,
,0.206089645,0.046279869,
,0.048526497,0.021754777,
,0.10987837,0.01904432,
,0.044421227,0.007278981,
,0.062572096,0.038932532,
,0.092864928,0.011902368,
,0.039906339,0.006925752,
,0.03088386,0.011730912,
,0.080403846,0.01569258,
,0.19032468,0.021457478,
,0.076750619,0.02049445,
,0.025264922,0.008639619,
,0.064380204,0.014228321,
,0.077361746,0.019024707,
,0.101991309,0.034185505,
,0.026452829,0.008413946,
,0.118588483,0.019947163,
,0.070458623,0.018012042,
,0.067312382,0.007811832,
,0.034013769,0.010546655,
,0.077220401,0.026080051,
,0.056464931,0.019126677,
,0.043984542,0.009802559,
,0.061282417,0.017918999,
,0.036258382,0.009329082,
,0.025898007,0.005050925,
,0.102543884,0.020564645,
,0.07246693,0.009731097,
,0.136371163,0.027695199,
,0.060010203,0.00993708,
,0.031345821,0.008818652,
,0.116427108,0.029158279,
,0.033809927,0.008039703,
,0.090148098,0.0087268,
,0.074946805,0.027300627,
,0.184085066,0.024039144,
,0.077996505,0.012191766,
,0.042876655,0.012261432,
,0.045571348,0.019295865,
,0.03101638,0.009785236,
,0.032482356,0.00561846,
,0.062540599,0.015403243,
,0.049227627,0.012396225,
,0.015387274,0.005408007,
,0.054969897,0.02002588,
,0.037399493,0.007735784,
,0.061487867,0.012194473,
,0.076629354,0.01567036,
,0.113756119,0.013751099,
,0.040201462,0.003785227,
,0.076120476,0.012760697,
,0.036291738,0.008774506,
,0.038467012,0.005710372,
,0.27070012,0.054451285,
,0.054429283,0.002772048,
,0.10982774,0.033797775,
,0.020908293,0.003044733,
,0.090053907,0.025102135,
,0.11324245,0.01118006,
,0.050574747,0.010611161,
,0.08221107,0.01185841,
,0.274155228,0.012708728,
,0.068037159,0.012592197,
,0.290355782,0.052975876,
,0.075370305,0.025396748,
,0.027643469,0.006563934,
,0.06679973,0.011947829,
,0.052350137,0.007213742,
,0.080305365,0.002260677,
,0.032934048,0.011833025,
,0.160982653,0.010893204,
,0.07587434,0.023299139,
,0.066262957,0.023556448,
,0.110074683,0.017265805,
,0.08749334,0.026406781,
,0.032613985,0.008078202,
,0.051745538,0.013069121,
,0.072485704,0.023825245,
,0.07227146,0.014526749,
,0.019568943,0.011858922,
,0.071723506,0.009175012,
,0.129328325,0.032887397,
,0.098436191,0.029715447,
,0.071422975,0.01823801,
,0.028327615,0.008309964,
,0.139881224,0.03807451,
,0.500308999,0.01079735,
,0.119277493,0.017139436,
,0.305527115,0.025616462,
,0.102088615,0.008004677,
,0.132374218,0.027128521,
,0.023112558,0.000763658,
,0.032152078,0.011847342,
,0.072134213,0.011225474,
,0.069596067,0.017813358,
,0.038640857,0.006536874,
,0.072982018,0.026073721,
,0.034938969,0.007029502,
,0.045964565,0.006548799,
,0.089815931,0.018938547,
,0.031404345,0.012891378,
,0.04476624,0.024224929,
,0.056304325,0.012418018,
,0.025548569,0.006256775,
,0.037781986,0.010985092,
,0.039016514,0.010141368,
,0.192718515,0.029506975,
,0.301255019,0.031672274,
,0.137028279,0.015076412,
,0.094762346,0.040514535,
,0.061820659,0.025711679,
,0.051721013,0.012580056,
,0.133267637,0.027739932,
,0.062922295,0.014979067,
,0.055085727,0.009672769,
,0.080956774,0.01827198,
,0.032931587,0.003713112,
,0.159688723,0.014236116,
,0.037268821,0.006569038,
,0.05441443,0.013257238,
,0.052945584,0.026882353,
,0.172693577,0.025889255,
,0.089503818,0.008878268,
,0.102896288,0.022775014,
,0.232277786,0.011852558,
,0.030827839,0.009901804,
,0.136559719,0.001167636,
,0.024888662,0.005719437,
,0.197272931,0.004319751,
,0.075573402,0.028533242,
,0.118059403,0.011124965,
,0.052012125,0.011778494,
,0.06412403,0.012350739,
,0.202345621,0.02349446,
,0.037890205,0.014106085,
,0.065896205,0.00587449,
,0.349329569,0.01131518,
,0.034314245,0.008749612,
,0.13393674,0.031540488,
,0.12109143,0.010912604,
,0.032309769,0.015615247,
,0.045484517,0.016558881,
,0.066220467,0.016362585,
,0.367727029,0.017369119,
,0.014031389,0.006288003,
,0.12668138,0.017788874,
,0.159036332,0.032165189,
,0.311460093,0.028160275,
,0.012759952,0.004310962,
,0.225295862,0.012007929,
,0.079219334,0.013695052,
,0.052070583,0.009411137,
,0.041436509,0.014133258,
,0.046461212,0.027717134,
,0.074423099,0.011911806,
,0.074766065,0.00952259,
,0.135899411,0.028591598,
,0.252476273,0.015497983,
,0.04396856,0.015469595,
,0.053807542,0.010490993,
,0.070552037,0.011184678,
,0.251752836,0.011882686,
,0.025619388,0.008130072,
,0.029665037,0.008019274,
,0.059021833,0.016849622,
,0.075182361,0.020142194,
,0.3636005,0.025689072,
,0.067118038,0.017102189,
,0.071283593,0.028801125,
,0.03874178,0.006546996,
,0.178992111,0.007351557,
,0.145902091,0.000881543,
,0.097524209,0.029802776,
,1.036972156,0.018851178,
,0.081373176,0.027993993,
,0.025025414,0.010462646,
,0.039832981,0.005433547,
,0.261102864,0.042344148,
,0.044792909,0.011860784,
,0.131190688,0.007603955,
,0.064650206,0.007667191,
,0.072736709,0.017940382,
,0.048945688,0.001933308,
,0.047153744,0.019309859,
,0.053062041,0.008990193,
,0.055385626,0.013892723,
,0.024076945,0.00986054,
,0.198497637,0.035729691,
,0.079519703,0.016914464,
,0.085220817,0.015915071,
,0.162865142,0.028978581,
,0.183668355,0.013807682,
,0.070082166,0.013846883,
,0.052725146,0.005761413,
,0.113228869,0.010149801,
,0.05868426,0.013552898,
,0.049934916,0.008799045,
,0.660251722,0.016052218,
,0.028271979,0.00532687,
,0.123335434,0.038706233,
,0.034308164,0.009130862,
,0.072820159,0.013285875,
,0.041229361,0.003987308,
,0.061556413,0.011656363,
,0.07175491,0.012124279,
,0.045142169,0.004098767,
,0.318913769,0.049115808,
,0.037241166,0.009086336,
,0.063827802,0.022848329,
,0.115304816,0.042742415,
,0.121851476,0.036440451,
,0.138772718,0.013683886,
,0.062308568,0.067267197,
,0.048228941,0.011110303,
,0.115733393,0.010831197,
,0.102569595,0.024036042,
,0.057724141,0.001937866,
,0.093697415,0.037302209,
,0.027727393,0.004478269,
,0.124267447,0.042106728,
,0.021176004,0.004861673,
,0.018671897,0.005491233,
,0.100214737,0.03241501,
,0.066250466,0.033175069,
,0.041001228,0.008522175,
,0.053978132,0.012174701,
,0.346649817,0.017907192,
,0.045343856,0.011545157,
,0.091867263,0.00389796,
,0.124089632,0.017051848,
,0.105921742,0,
,0.058493015,0.019219826,
,0.052295402,0.011209213,
,0.114495527,0.026759622,
,0.03545594,0.016192105,
,0.113012418,0.013605193,
,0.122787307,0.03717649,
,0.118758936,0.010970446,
,0.0762837,0.025322905,
,0.126973711,0.025077924,
,0.104607872,0.032941526,
,0.041663035,0.006158776,
,0.086748652,0.008926546,
,0.06444922,0.027027046,
,0.060746892,0.010027948,
,0.088450298,0.017286458,
,0.139942248,0.023839487,
,0.277168867,0.013113192,
,0.058302786,0.012536516,
,0.028031383,0.00822363,
,0.107820256,0.025069966,
,0.124495498,0.025735218,
,0.05946982,0.015613274,
,0.075999877,0.023137788,
,0.040980646,0.009041134,
,0.055304438,0.006277848,
,0.093429668,0.025158713,
,0.050490753,0.025154855,
,0.070183285,0.026562561,
,0.104660034,0.010907262,
,0.02257761,0.007033834,
,0.082031746,0.014234473,
,0.085900311,0.047945422,
,0.101998886,0.028691664,
,0.03053863,0.003516247,
,0.089124322,0.0277605,
,0.0279137,0.006204164,
,0.058315091,0.021331281,
,0.05288554,0.009823488,
,0.053989896,0.014641111,
,0.14520275,0.028190036,
,0.051712359,0.003911997,
,0.076039854,0.020161944,
,0.104002843,0.021636011,
,0.070722269,0.032654894,
,0.068418935,0.010037252,
,0.041177472,0.009190531,
,0.05042675,0.011909432,
,0.566161352,0.015007412,
,0.067020177,0.019034395,
,0.082863998,0.031054559,
,0.097147038,0.038499973,
,0.066038577,0.024493593,
,0.132972987,0.041357991,
,0.035244714,0.008831709,
,0.030221579,0.008367207,
,0.071375611,0.027924281,
,0.074675853,0.013494536,
,0.61753741,0.015678536,
,0.055555428,0.022851329,
,0.09501569,0.009834892,
,0.050311039,0.01433956,
,0.107329282,0.021250212,
,0.025111101,0.017873492,
,0.038958001,0.011104251,
,0.103115893,0.020964961,
,0.030413445,0.010540648,
,0.384728879,0.017560482,
,0.118429431,0.00861108,
,0.047597374,0.010989056,
,0.053299043,0.012185642,
,0.090067813,0.010614675,
,0.061063005,0.023682912,
,0.039415197,0.015083932,
,0.03437286,0.013673543,
,0.05169705,0.025503712,
,0.05006083,0.01599399,
,0.078144852,0.014971872,
,0.052756363,0.011164862,
,0.086480278,0.017655532,
,0.030659893,0.008635693,
,0.078122766,0.010774724,
,0.068103244,0.016620277,
,0.068293718,0.014797303,
,0.053385076,0.010711881,
,0.076026597,0.012834772,
,0.074154126,0.015101068,
,0.093373999,0.027584591,
,0.067651609,0.028566927,
,0.057781592,0.013678539,
,0.032950912,0.010597558,
,0.051979287,0.022437651,
,0.03327659,0.008618398,
,0.307436069,0.047447924,
,0.051347757,0.007161277,
,0.042370642,0.013056779,
,0.053256284,0.011025872,
,0.043559649,0.006924702,
,0.017495937,0.00898472,
,0.045931893,0.015515892,
,0.165999122,0.047088989,
,0.037774144,0.007379281,
,0.09156053,0.037968403,
,0.054495231,0.019556936,
,0.077016414,0.021021537,
,0.029499332,0.008173193,
,0.191405538,0.005664311,
,0.066133001,0.014962633,
,0.085831329,0.007135175,
,0.037750762,0.006275865,
,0.111547635,0.012095253,
,0.049459253,0.010306759,
,0.057592938,0.019362456,
,0.077788463,0.014921971,
,0.148688281,0.033289697,
,0.037339035,0.004817362,
,0.068548731,0.017232269,
,0.048337029,0.012448424,
,0.081026597,0.010806284,
,0.080632398,0.017966356,
,0.200957487,0.082936692,
,0.053394017,0.008136344,
,0.47293961,0.007998144,
,0.04104037,0.007960395,
,0.125835248,0.037306385,
,0.138508016,0.053754589,
,0.066025919,0.011517452,
,0.138707887,0.011673243,
,0.014539752,0.005522913,
,0.0635123,0.009432362,
,0.09423784,0.027523834,
,0.09591918,0.023685008,
,0.062994073,0.01020521,
,0.059470217,0.017628841,
,0.099062279,0.02956669,
,0.131078953,0.047016216,
